userid,emotion,textindex,total_keystrokes,delete_rate,backspace_rate,typing_speed,avg_dwell_time,avg_flight_time,retry_count,learner_type
49,calm,FI,159,0.0189,0.0,3.443,106.15822784810126,185.27848101265823,3,proficient_learner
49,calm,FR,115,0.4609,0.0,2.201198950917947,103.80851063829788,350.48936170212767,1,proficient_learner
49,neutral,FI,288,0.0417,0.0312,4.053,108.03896103896103,182.06493506493507,1,proficient_learner
49,neutral,FR,436,0.2638,0.0619,2.1864708740484806,100.29629629629628,357.0617283950617,1,proficient_learner
52,calm,FI,168,0.0357,0.0,3.099,75.81437125748504,248.562874251497,0,proficient_learner
52,calm,FR,98,0.1531,0.0,2.913612879971164,71.35051546391753,271.8659793814433,0,proficient_learner
52,neutral,FI,210,0.0095,0.0,2.548,76.88038277511961,317.23444976076553,5,proficient_learner
52,neutral,FR,142,0.0634,0.0,4.361814019674565,66.85106382978724,162.4113475177305,0,fast_typer
53,calm,FI,172,0.0465,0.0,2.282,93.02923976608189,347.27485380116957,1,proficient_learner
53,calm,FR,54,0.2222,0.0,1.7601540965095814,95.1509433962264,472.9811320754717,4,proficient_learner
53,neutral,FI,211,0.0284,0.0,2.322,92.02380952380952,339.9809523809524,5,proficient_learner
53,neutral,FR,56,0.1607,0.0,1.6621838073075643,100.9090909090909,500.7090909090909,4,proficient_learner
55,calm,FI,165,0.0182,0.0,1.767,99.89634146341464,468.4573170731707,5,proficient_learner
55,calm,FR,51,0.0196,0.0,2.337322363500374,93.44,334.4,3,proficient_learner
55,neutral,FI,214,0.0234,0.0,3.767,91.06572769953053,175.2582159624413,4,proficient_learner
55,neutral,FR,85,0.1176,0.0,2.566844919786096,92.9047619047619,296.67857142857144,3,proficient_learner
56,calm,FI,154,0.0,0.0,1.817,14.823529411764708,539.1111111111111,4,proficient_learner
56,calm,FR,65,0.0,0.0,2.274504229156301,13.0,426.65625,3,proficient_learner
56,neutral,FI,462,0.0043,0.0,2.585,51.36644591611479,341.4922737306843,3,proficient_learner
56,neutral,FR,118,0.0339,0.0,2.1306296377929614,65.72413793103448,403.6206896551725,4,proficient_learner
56,sad,FI,292,0.0034,0.0034,2.16,60.03103448275862,405.5896551724138,2,proficient_learner
56,sad,FR,193,0.0155,0.0,3.028217481073641,70.33522727272727,259.89204545454544,0,proficient_learner
58,angry,FI,155,0.0194,0.0,2.648,107.3896103896104,271.84415584415586,3,balanced_learner
58,angry,FR,58,0.1207,0.0,1.6197850821744626,101.0,516.3658536585366,4,proficient_learner
58,calm,FI,163,0.0368,0.0,2.43,110.51851851851852,303.11728395061726,0,analytical_thinker
58,calm,FR,57,0.0526,0.0,2.173406815182799,104.14285714285714,355.9642857142857,5,proficient_learner
58,happy,FI,109,0.0,0.0,2.964,113.05555555555556,226.30555555555551,1,proficient_learner
58,happy,FR,45,0.3333,0.0,0.6325838173557997,104.25,1476.5681818181818,5,proficient_learner
58,neutral,FI,205,0.0146,0.0,2.762,114.28921568627452,248.47058823529412,5,proficient_learner
58,neutral,FR,93,0.1935,0.0,1.0247810694987889,106.36363636363636,869.4545454545455,0,analytical_thinker
58,sad,FI,145,0.0138,0.0,2.566,109.88194444444444,281.9791666666667,2,balanced_learner
58,sad,FR,44,0.0,0.0,2.5850667307923527,106.69767441860463,280.13953488372096,1,balanced_learner
61,angry,FI,192,0.0885,0.0104,3.355,110.5916230366492,188.4973821989529,2,proficient_learner
61,angry,FR,42,0.0952,0.0238,1.940093692329532,134.7560975609756,380.6829268292683,4,hesitant_explorer
61,neutral,FI,254,0.0906,0.0039,2.618,100.47410358565736,277.57370517928285,2,balanced_learner
61,neutral,FR,129,0.1008,0.031,2.3712046831292493,134.03125,287.6953125,5,proficient_learner
63,calm,FI,161,0.0062,0.0,3.211,107.4875,205.375,3,proficient_learner
63,calm,FR,83,0.0723,0.0602,0.4976158531592308,106.41772151898734,1903.1645569620252,5,proficient_learner
63,neutral,FI,222,0.0315,0.0,2.826,100.8371040723982,254.38009049773757,4,balanced_learner
63,neutral,FR,77,0.2857,0.0,1.3218905067924835,99.43076923076924,657.0615384615385,0,proficient_learner
65,angry,FI,155,0.0129,0.0,3.561,81.25974025974025,200.88311688311688,1,proficient_learner
65,angry,FR,109,0.0275,0.0,4.249626190288817,79.8425925925926,155.47222222222223,0,fast_typer
65,neutral,FI,238,0.084,0.0,3.156,91.67932489451476,226.1054852320675,2,proficient_learner
65,neutral,FR,66,0.0909,0.0,2.8307638707429663,109.4,243.8615384615385,3,balanced_learner
65,sad,FI,136,0.0294,0.0,2.916,107.4,237.11851851851853,0,balanced_learner
65,sad,FR,127,0.0472,0.0,2.8592175728419713,101.27777777777776,248.468253968254,5,balanced_learner
67,happy,FI,122,0.041,0.0,4.471,74.92561983471074,149.88429752066116,1,fast_typer
67,happy,FR,44,0.0,0.0,3.787545142253149,64.72093023255815,199.30232558139537,5,proficient_learner
67,neutral,FI,427,0.0304,0.0094,3.535,89.0070588235294,194.56470588235297,4,fast_typer
67,neutral,FR,127,0.0551,0.0,3.64335888542365,83.144,191.328,2,fast_typer
67,sad,FI,152,0.0461,0.0,2.5,114.70860927152316,287.29801324503313,3,proficient_learner
67,sad,FR,153,0.0261,0.0,2.9728725380899292,114.99342105263158,221.3815789473684,3,proficient_learner
70,happy,FI,248,0.0403,0.0,2.37,90.52439024390245,333.9268292682927,3,proficient_learner
70,happy,FR,525,0.1276,0.059,2.19933270747112,85.7935871743487,368.8897795591182,5,proficient_learner
70,neutral,FI,453,0.0486,0.0022,1.659,95.64079822616408,509.54323725055434,0,proficient_learner
70,neutral,FR,407,0.0983,0.0,2.5777222309014216,77.57323232323232,310.3661616161616,2,proficient_learner
72,neutral,FI,427,0.0281,0.0,2.214,103.41666666666669,354.0095238095238,2,proficient_learner
72,neutral,FR,181,0.0221,0.0,3.529611403359919,103.22115384615384,180.09615384615384,4,proficient_learner
72,sad,FI,144,0.0208,0.0,3.293,98.1818181818182,206.43356643356643,4,proficient_learner
73,happy,FI,117,0.0256,0.0,0.833,115.71551724137932,1093.2758620689656,4,analytical_thinker
73,happy,FR,42,0.2857,0.0,1.962379744412004,130.609756097561,378.9756097560976,1,analytical_thinker
73,neutral,FI,644,0.0248,0.0,1.694,118.12168486739468,474.4664586583463,1,analytical_thinker
73,neutral,FR,448,0.0268,0.0,2.29267991097189,110.35280898876404,325.8179775280899,5,analytical_thinker
76,neutral,FI,202,0.0,0.0,3.206,99.02487562189054,213.99502487562188,3,proficient_learner
76,neutral,FR,148,0.0473,0.0,3.211079315843509,85.3061224489796,226.1156462585034,1,proficient_learner
76,sad,FI,150,0.04,0.0,2.829,116.76510067114094,238.13422818791943,2,proficient_learner
76,sad,FR,223,0.0269,0.0,2.721955884696968,110.34684684684684,257.036036036036,0,balanced_learner
77,calm,FI,168,0.0298,0.0179,2.375,123.58083832335328,299.5568862275449,2,analytical_thinker
77,calm,FR,100,0.0,0.0,2.934898612593383,111.14141414141416,229.58585858585857,3,proficient_learner
77,neutral,FI,219,0.0411,0.0,3.388,104.61009174311928,191.4678899082569,3,proficient_learner
77,neutral,FR,102,0.0784,0.0196,3.113920147988284,103.77227722772275,217.36633663366337,5,proficient_learner
79,neutral,FI,397,0.0202,0.0,0.72,86.70959595959596,1305.4065656565656,2,proficient_learner
79,neutral,FR,405,0.1778,0.0,3.3235252410663643,81.152,219.73333333333332,5,proficient_learner
82,neutral,FI,279,0.0609,0.0072,1.064,95.83955223880596,877.7873134328358,0,proficient_learner
82,neutral,FR,56,0.1071,0.1786,1.2647821412761653,160.6,630.05,4,hesitant_explorer
83,neutral,FI,280,0.0429,0.0036,2.622,136.35169491525423,303.46610169491527,2,analytical_thinker
84,happy,FI,114,0.0175,0.0,1.155,66.6283185840708,806.6194690265487,2,proficient_learner
84,happy,FR,54,0.0185,0.0185,0.8739961412245839,69.22641509433963,1074.9433962264152,2,proficient_learner
84,neutral,FI,228,0.0439,0.0044,1.092,63.33920704845815,856.1762114537445,1,proficient_learner
84,neutral,FR,71,0.0,0.0141,1.192544890796961,60.642857142857146,777.9,2,proficient_learner
86,neutral,FI,254,0.0315,0.063,1.47,104.83482142857144,653.8169642857143,4,proficient_learner
86,neutral,FR,51,0.0392,0.0784,1.4789836424409144,95.94,580.2,4,proficient_learner
87,angry,FI,161,0.0373,0.0,3.488,73.9375,213.71875,1,proficient_learner
87,angry,FR,110,0.0182,0.0,3.3771223199900855,75.8348623853211,220.27522935779817,0,proficient_learner
87,calm,FI,496,0.0323,0.0,2.556,80.35934291581108,314.2915811088296,5,proficient_learner
87,calm,FR,252,0.0397,0.0198,2.745538499937602,90.1694214876033,274.05785123966945,5,proficient_learner
87,happy,FI,123,0.0325,0.0,3.964,85.95901639344262,167.48360655737704,2,fast_typer
87,happy,FR,119,0.1092,0.0,4.24155283968368,81.60169491525424,154.16101694915255,0,fast_typer
87,neutral,FI,659,0.0243,0.0046,2.638,65.10518292682927,315.3018292682927,4,proficient_learner
87,neutral,FR,235,0.0383,0.0553,2.641285503182342,73.47577092511013,305.12775330396477,5,proficient_learner
87,sad,FI,147,0.0204,0.0,2.777,122.88194444444444,240.90972222222223,3,proficient_learner
87,sad,FR,115,0.0,0.0,3.3674011933597203,114.58771929824562,182.37719298245617,1,proficient_learner
89,calm,FI,201,0.0896,0.0597,2.218,128.64736842105262,343.2473684210526,2,analytical_thinker
89,calm,FR,42,0.0238,0.0,5.117962801148421,134.02439024390245,61.36585365853659,2,proficient_learner
89,neutral,FI,239,0.0753,0.0,4.166,129.2310924369748,111.26050420168067,0,proficient_learner
89,neutral,FR,228,0.1053,0.0,3.615686024656749,124.647577092511,151.92511013215858,4,proficient_learner
89,sad,FI,191,0.0681,0.0,2.916,128.82631578947368,215.42105263157896,5,proficient_learner
89,sad,FR,106,0.0377,0.0,4.189609767775916,145.11428571428573,93.57142857142856,4,proficient_learner
93,angry,FI,190,0.1053,0.0,3.3,71.19047619047619,232.95767195767195,2,proficient_learner
93,angry,FR,176,0.0284,0.0,3.395091667475022,82.78857142857143,211.75428571428571,2,proficient_learner
93,calm,FI,316,0.0222,0.0,2.662,122.78025477707008,254.48407643312103,0,proficient_learner
93,calm,FR,227,0.0176,0.0132,2.899521901055426,122.19555555555556,222.6888888888889,4,proficient_learner
93,neutral,FI,1031,0.0136,0.0,3.169,100.2238514173998,216.77712609970675,3,proficient_learner
93,neutral,FR,626,0.1134,0.0,2.6068487682762767,98.00189035916824,285.6030245746692,1,balanced_learner
93,sad,FI,150,0.0267,0.0,3.199,103.91275167785236,210.13422818791943,0,proficient_learner
93,sad,FR,163,0.0184,0.0,3.078804748950886,100.26027397260276,224.54109589041096,2,proficient_learner
94,calm,FI,167,0.0359,0.0,3.823,110.21818181818182,153.36969696969695,5,proficient_learner
94,calm,FR,46,0.1522,0.0,4.042763453418381,106.31111111111112,141.04444444444445,1,proficient_learner
94,happy,FI,135,0.0296,0.0,3.457,139.8095238095238,164.12698412698413,1,proficient_learner
94,happy,FR,82,0.1341,0.1341,3.1632829125208484,93.1818181818182,222.94545454545457,3,proficient_learner
94,neutral,FI,517,0.0696,0.0,3.621,115.47732181425486,186.29589632829376,4,proficient_learner
94,neutral,FR,227,0.0705,0.0,2.207971426252131,114.58088235294116,338.3235294117647,2,analytical_thinker
95,neutral,FI,244,0.0574,0.0,3.768,119.8146551724138,154.97844827586206,0,proficient_learner
95,neutral,FR,98,0.1327,0.0,3.619538042464271,120.43298969072166,155.84536082474227,3,proficient_learner
95,sad,FI,177,0.0791,0.0,3.933,123.1818181818182,131.89772727272728,2,proficient_learner
95,sad,FR,162,0.1728,0.0,3.4548015139512365,121.95541401273886,167.4968152866242,4,proficient_learner
97,neutral,FI,257,0.0623,0.0,2.094,93.85355648535564,415.1715481171548,2,proficient_learner
97,neutral,FR,129,0.0775,0.0,2.739374224200659,80.359375,284.6875,3,proficient_learner
97,sad,FI,173,0.052,0.0,2.38,102.53086419753086,289.7037037037037,1,balanced_learner
97,sad,FR,106,0.1226,0.0,3.045555092488699,83.71578947368421,244.6315789473684,1,proficient_learner
98,happy,FI,131,0.0687,0.0,1.353,102.47692307692309,641.376923076923,2,proficient_learner
98,happy,FR,137,0.3723,0.0,1.3728002510263315,98.41904761904762,630.0190476190476,3,proficient_learner
98,neutral,FI,197,0.0051,0.0,1.792,96.39285714285714,464.0561224489796,3,proficient_learner
98,neutral,FR,47,0.1702,0.0,2.27351356694509,104.54347826086956,335.30434782608694,2,proficient_learner
99,calm,FI,161,0.0248,0.0,2.11,122.46875,353.59375,1,analytical_thinker
99,calm,FR,57,0.1053,0.0,1.1581015406886568,128.23214285714286,735.25,3,hesitant_explorer
99,neutral,FI,223,0.0269,0.0,1.74,122.21698113207547,481.6462264150944,3,hesitant_explorer
99,neutral,FR,83,0.0482,0.0,0.9752321981424148,124.85714285714286,900.5396825396825,5,hesitant_explorer
100,angry,FI,181,0.011,0.0552,1.922,109.08888888888887,413.4555555555556,5,proficient_learner
100,angry,FR,67,0.0,0.0,0.9487666034155596,11.0,1043.0,4,proficient_learner
100,happy,FI,256,0.0508,0.0,2.08,108.39370078740156,375.62992125984255,2,analytical_thinker
100,happy,FR,177,0.0056,0.0,3.7395308588558898,132.48760330578511,134.92561983471074,3,proficient_learner
100,neutral,FI,758,0.0198,0.0066,2.058,105.11641791044777,436.7597014925373,0,proficient_learner
100,neutral,FR,515,0.3165,0.0,1.8416206261510129,124.40281690140846,418.59718309859153,5,hesitant_explorer
101,angry,FI,193,0.0933,0.0,4.446,114.76041666666669,110.66666666666669,1,proficient_learner
101,angry,FR,86,0.0698,0.0,4.400724825265337,120.03529411764706,107.2,5,proficient_learner
101,happy,FI,120,0.0167,0.0,3.727,122.76470588235294,147.16806722689077,2,proficient_learner
101,happy,FR,89,0.0899,0.0,4.443771145785993,129.67045454545453,95.36363636363636,3,proficient_learner
101,neutral,FI,286,0.0664,0.0,4.249,140.67753623188406,99.97826086956522,0,proficient_learner
101,neutral,FR,243,0.1523,0.0,4.153223038374408,115.17768595041322,125.599173553719,4,proficient_learner
103,happy,FI,133,0.0752,0.0,7.838,115.3030303030303,12.530303030303031,1,proficient_learner
103,happy,FR,62,0.0645,0.0,3.7062202730248934,108.35,161.46666666666667,4,proficient_learner
103,neutral,FI,219,0.0411,0.0,7.912,113.59174311926606,12.89908256880734,5,proficient_learner
103,neutral,FR,56,0.0179,0.0,2.646202699126753,120.0,257.9,1,proficient_learner
104,angry,FI,235,0.034,0.0,2.934,158.87005649717514,259.06779661016947,4,proficient_learner
104,angry,FR,46,0.3913,0.0,2.5003906860446943,124.21875,275.71875,2,proficient_learner
104,calm,FI,187,0.0374,0.0053,2.258,147.42011834319527,335.396449704142,5,analytical_thinker
104,calm,FR,54,0.3148,0.0,2.907610670931162,121.175,222.75,2,proficient_learner
104,happy,FI,121,0.0331,0.0,2.857,71.38333333333334,280.9,3,proficient_learner
104,happy,FR,73,0.0822,0.0,2.4327611839437764,69.27777777777777,341.77777777777777,2,proficient_learner
104,neutral,FI,1154,0.0303,0.0052,1.27,75.25587467362924,1081.378590078329,5,proficient_learner
104,neutral,FR,177,0.1356,0.0,2.241779075874614,108.46285714285716,337.6114285714286,0,analytical_thinker
104,sad,FI,349,0.0344,0.0,1.454,115.9775641025641,643.7980769230769,3,analytical_thinker
104,sad,FR,127,0.126,0.0,2.7808003868939672,94.4,265.2086956521739,2,proficient_learner
106,angry,FI,343,0.0321,0.0146,1.912,92.25903614457832,444.8644578313253,3,proficient_learner
106,angry,FR,198,0.0556,0.0,3.2136763463481706,82.89690721649484,228.27319587628867,5,proficient_learner
106,neutral,FI,427,0.0304,0.0,1.907,109.23058823529412,416.83294117647057,0,analytical_thinker
106,neutral,FR,142,0.0634,0.0,1.0761072988147224,116.55797101449276,812.7173913043479,4,analytical_thinker
106,sad,FI,298,0.0168,0.0,1.819,101.22727272727272,464.4300699300699,0,proficient_learner
106,sad,FR,247,0.2874,0.0,2.6591965572539227,101.206106870229,274.8473282442748,2,balanced_learner
108,angry,FI,166,0.0482,0.0,3.867,64.94545454545455,194.94545454545457,1,fast_typer
108,angry,FR,97,0.0309,0.0,4.131342255885011,64.46875,177.58333333333334,4,fast_typer
108,neutral,FI,205,0.0098,0.0,3.852,73.2156862745098,187.2696078431373,0,fast_typer
108,neutral,FR,63,0.0317,0.0,4.401220983885852,69.61290322580645,157.59677419354838,1,fast_typer
108,sad,FI,142,0.007,0.0,2.496,111.39716312056736,290.87943262411346,0,proficient_learner
108,sad,FR,206,0.034,0.0,2.766643723767494,107.55121951219512,253.89756097560976,5,balanced_learner
109,angry,FI,175,0.0629,0.0,2.553,101.5919540229885,291.8045977011494,3,balanced_learner
109,angry,FR,52,0.0385,0.0,2.5058962264150946,105.47058823529412,293.5882352941176,2,balanced_learner
109,happy,FI,130,0.0615,0.0,6.645,115.55813953488372,35.15503875968992,3,proficient_learner
109,happy,FR,61,0.0164,0.0,3.941318151959711,128.5185185185185,125.20370370370372,1,proficient_learner
109,neutral,FI,418,0.0191,0.0,3.647,115.0889423076923,159.93990384615384,1,proficient_learner
109,neutral,FR,490,0.0857,0.0,5.226480836236934,111.25925925925924,80.07407407407408,0,proficient_learner
110,calm,FI,156,0.0128,0.0,4.365,118.3741935483871,111.49032258064516,2,proficient_learner
110,calm,FR,137,0.0657,0.0,3.713411970292704,125.96323529411764,143.3308823529412,0,proficient_learner
110,happy,FI,245,0.0286,0.0,2.454,149.77777777777777,259.87242798353907,2,proficient_learner
110,happy,FR,150,0.14,0.0,2.898948151920553,108.54054054054056,236.41216216216216,0,proficient_learner
110,neutral,FI,453,0.0486,0.0,2.23,152.59866962305986,297.3259423503326,5,analytical_thinker
110,neutral,FR,305,0.1279,0.0,1.8980801271010697,147.3962962962963,379.4518518518518,2,analytical_thinker
112,neutral,FI,421,0.019,0.0,3.075,90.5871121718377,235.4415274463007,5,proficient_learner
112,neutral,FR,207,0.0145,0.0,3.3942083216053778,89.35121951219512,205.26829268292684,0,proficient_learner
112,sad,FI,143,0.014,0.0,2.608,131.72535211267606,253.64788732394365,3,proficient_learner
112,sad,FR,201,0.01,0.0,3.503485968538696,123.045,162.385,3,proficient_learner
113,angry,FI,171,0.0468,0.0,3.029,88.87647058823529,242.71176470588236,1,proficient_learner
113,angry,FR,53,0.0377,0.0,2.9416756236918027,80.90384615384616,259.03846153846155,5,proficient_learner
113,calm,FI,184,0.038,0.0,2.353,92.5568181818182,347.09659090909093,4,proficient_learner
113,calm,FR,99,0.2424,0.0,2.212940167630218,80.425,371.4625,1,proficient_learner
113,happy,FI,138,0.0652,0.0,2.854,91.94890510948905,260.18978102189783,3,proficient_learner
113,happy,FR,55,0.2727,0.0,3.473359984271578,80.0,207.9056603773585,4,proficient_learner
113,neutral,FI,234,0.0812,0.0,1.921,88.47639484978541,272.83261802575106,0,proficient_learner
113,neutral,FR,191,0.2618,0.0,2.3039794683348647,91.25316455696202,342.77848101265823,5,proficient_learner
113,sad,FI,148,0.0135,0.0,3.129,97.79591836734694,223.39455782312925,2,proficient_learner
113,sad,FR,74,0.1486,0.0,2.825296075547643,93.10958904109587,260.83561643835617,2,proficient_learner
114,neutral,FI,214,0.028,0.0,2.889,131.52582159624413,215.70892018779344,2,proficient_learner
114,neutral,FR,409,0.0538,0.0,1.8269308459542688,138.12530712530713,409.24078624078624,5,hesitant_explorer
114,sad,FI,144,0.0069,0.0,3.1,139.03496503496504,185.16083916083917,0,proficient_learner
114,sad,FR,47,0.3617,0.0,2.6504297994269344,140.45945945945945,236.83783783783784,3,proficient_learner
115,calm,FI,150,0.0067,0.0,1.73,109.7046979865772,471.53691275167785,1,analytical_thinker
115,calm,FR,54,0.0,0.0,1.7557060446450965,104.1904761904762,465.3809523809524,2,proficient_learner
115,neutral,FI,191,0.0052,0.0,2.243,102.83157894736844,344.9421052631579,4,proficient_learner
115,neutral,FR,130,0.1385,0.0,1.622804810546973,98.74418604651164,517.4728682170543,4,proficient_learner
117,happy,FI,138,0.087,0.0,3.967,125.41176470588236,129.0514705882353,1,proficient_learner
117,happy,FR,89,0.1124,0.0,3.8093589022120256,124.39772727272728,138.11363636363637,3,proficient_learner
117,neutral,FI,253,0.0988,0.0,4.137,135.93574297188755,104.2570281124498,2,proficient_learner
117,neutral,FR,170,0.0765,0.0,4.046062869592281,126.42011834319528,120.73372781065088,2,proficient_learner
118,happy,FI,159,0.1258,0.0,1.95,100.4873417721519,415.113924050633,2,proficient_learner
118,happy,FR,65,0.5231,0.0,2.4686278543509568,96.25,308.8333333333333,5,proficient_learner
118,neutral,FI,226,0.0531,0.0,3.839,109.16,152.16444444444446,0,proficient_learner
118,neutral,FR,81,0.284,0.0,2.292940522512507,104.63636363636364,331.4848484848485,2,proficient_learner
120,calm,FI,394,0.0381,0.0076,2.586,81.46129032258065,393.96774193548384,2,proficient_learner
120,calm,FR,48,0.4167,0.0,0.6883946162793457,144.24137931034485,1308.4137931034484,0,analytical_thinker
120,happy,FI,133,0.0376,0.0,2.473,161.24,254.664,5,proficient_learner
120,happy,FR,59,0.0508,0.0,1.337484146200853,152.05172413793105,595.6206896551724,3,hesitant_explorer
120,neutral,FI,793,0.0353,0.0,0.98,104.62269129287598,958.1715039577836,1,proficient_learner
120,neutral,FR,464,0.0453,0.0,1.533292966384749,98.79299363057324,553.3980891719746,4,proficient_learner
121,happy,FI,126,0.0397,0.0,2.075,86.104,399.296,0,proficient_learner
121,happy,FR,477,0.1614,0.0021,2.1446613088404134,101.017130620985,365.25695931477514,5,proficient_learner
121,neutral,FI,438,0.0183,0.0,2.107,108.25352112676056,377.2769953051643,3,proficient_learner
121,neutral,FR,475,0.1263,0.0189,1.6827417858006926,111.64592274678112,482.6223175965665,1,analytical_thinker
121,sad,FI,158,0.038,0.0,2.578,97.1783439490446,292.78980891719743,1,proficient_learner
121,sad,FR,267,0.0861,0.0,1.8209699060762892,127.59774436090224,421.5601503759398,0,analytical_thinker
122,neutral,FI,523,0.0822,0.0306,2.646,92.77362204724407,292.37992125984255,5,proficient_learner
122,neutral,FR,685,0.1299,0.0467,3.7281330656724982,92.04230769230767,176.18846153846152,4,fast_typer
123,neutral,FI,418,0.0407,0.0,4.025,128.69951923076923,120.45192307692308,3,proficient_learner
123,neutral,FR,95,0.0632,0.0,2.400371670452199,132.98924731182797,283.61290322580646,5,proficient_learner
126,neutral,FI,219,0.0365,0.0046,2.347,82.14953271028037,216.2009345794393,1,proficient_learner
126,neutral,FR,184,0.125,0.0,2.8536933377236307,77.22527472527473,273.1978021978022,1,proficient_learner
127,calm,FI,156,0.0,0.0,2.707,120.59210526315788,241.1315789473684,2,proficient_learner
127,calm,FR,83,0.3012,0.0,1.0989305529496904,127.6829268292683,782.2926829268292,2,analytical_thinker
127,neutral,FI,218,0.0183,0.0,2.28,120.38942307692308,327.36538461538464,3,analytical_thinker
127,neutral,FR,97,0.0928,0.0825,1.3764305598515312,134.59550561797752,591.9213483146067,3,hesitant_explorer
128,neutral,FI,216,0.037,0.0,2.893,92.7813953488372,253.6,3,proficient_learner
128,neutral,FR,273,0.0293,0.0,3.588780918727915,82.53076923076924,196.1153846153846,1,fast_typer
128,sad,FI,155,0.0194,0.0323,2.653,125.94805194805195,253.12337662337663,2,proficient_learner
128,sad,FR,211,0.0569,0.0,2.889338341519792,116.7809523809524,229.3190476190476,0,proficient_learner
